order_id,product_id,price,rating,return_status,low_rating_flag,product_order_count,price_bucket_Low,price_bucket_Medium,risk_score,risk_category
O0052,P576,252.56,4,0,0,1,False,True,0.14234674871906527,Low
O0053,P866,408.64,3,1,0,2,False,False,0.33672611537172625,Medium
O0054,P525,152.44,1,1,1,2,False,True,0.36948519707780053,Medium
O0055,P264,366.1,2,1,1,3,False,False,0.4962632177596325,Medium
O0056,P978,469.39,4,1,0,5,False,False,0.2758699137263971,Low
O0057,P448,36.63,1,0,1,3,True,False,0.30932161391112345,Medium
O0058,P734,228.88,3,0,0,5,False,True,0.1751768928316003,Low
O0059,P292,195.3,3,0,0,3,False,True,0.17079294788143565,Low
O0060,P704,460.77,3,0,0,3,False,False,0.3548771475038814,Medium
O0061,P545,317.35,5,0,0,1,False,False,0.1773458010201351,Low
O0062,P804,125.82,1,0,1,4,True,False,0.34187328480436013,Medium
O0063,P666,169.12,3,0,0,1,False,True,0.16839181673651593,Low
O0064,P531,431.05,2,0,1,2,False,False,0.5299396754336887,Medium
O0065,P340,380.39,2,1,1,1,False,False,0.5105868676533807,Medium
O0066,P443,276.72,2,1,1,5,False,True,0.3307416534515371,Medium
O0067,P335,168.1,3,0,0,1,False,True,0.16812956112288235,Low
O0068,P790,46.4,3,0,0,5,True,False,0.12728268205322246,Low
O0069,P248,400.27,1,1,1,3,False,False,0.5986854715436885,Medium
O0070,P594,359.39,1,1,1,1,False,False,0.5880558527941715,Medium
O0071,P583,133.04,2,0,1,1,True,False,0.2794316350978366,Low
O0072,P564,185.83,1,1,1,4,False,True,0.37657064311180033,Medium
O0073,P195,57.66,3,0,0,5,True,False,0.1295983806210613,Low
O0074,P787,121.68,5,0,0,2,True,False,0.07983076936915652,Low
O0075,P923,466.56,3,0,0,3,False,False,0.3573161973411634,Medium
O0076,P255,413.38,2,1,1,4,False,False,0.5140940710015887,Medium
O0077,P689,208.27,2,0,1,3,False,True,0.31012376872354747,Medium
O0078,P813,421.91,4,0,0,1,False,False,0.2708772927708536,Low
O0079,P546,119.68,5,0,0,3,True,False,0.07843183562980185,Low
O0080,P195,106.5,3,0,0,5,True,False,0.14006069614369446,Low
O0081,P486,374.16,1,0,1,2,False,False,0.5908657853312288,Medium
O0082,P189,401.13,1,1,1,2,False,False,0.6027878371986946,High
O0083,P972,493.4,5,0,0,5,False,False,0.2187284070572725,Low
O0084,P214,435.94,3,0,0,2,False,False,0.34801800114981085,Medium
O0085,P483,332.98,3,1,0,2,False,False,0.30641781792892353,Medium
O0086,P657,70.4,2,0,1,4,True,False,0.24806930719085624,Low
O0087,P261,199.06,4,0,0,3,False,True,0.1272748826027696,Low
O0088,P640,165.14,4,0,0,4,False,True,0.1188764740157933,Low
O0089,P104,277.95,5,0,0,3,False,True,0.10597820402106045,Low
O0090,P541,70.46,5,0,0,2,True,False,0.07318594124972944,Low
O0091,P518,328.97,1,1,1,2,False,False,0.5706547183313355,Medium
O0092,P171,204.47,1,1,1,5,False,True,0.3809758316006777,Medium
O0093,P631,178.76,2,1,1,1,False,True,0.3051890053280541,Medium
O0094,P107,254.65,1,0,1,3,False,True,0.41043429704376855,Medium
O0095,P437,271.47,3,0,0,3,False,True,0.19153313142221373,Low
O0096,P378,248.48,4,0,0,1,False,True,0.14143408771065777,Low
O0097,P913,95.04,1,0,1,4,True,False,0.32926612457195903,Medium
O0098,P491,303.71,4,0,0,2,False,False,0.2274342031602875,Low
O0099,P766,240.14,5,0,0,1,False,True,0.10239306669933466,Low
O0100,P734,467.91,2,1,1,5,False,False,0.5352040297966678,Medium
O0101,P883,426.73,3,0,0,3,False,False,0.3406930787399022,Medium
O0102,P559,236.23,2,1,1,2,False,True,0.3246137015267644,Medium
O0103,P189,24.63,3,0,0,2,True,False,0.12801493522439628,Low
O0104,P216,114.23,1,0,1,4,True,False,0.3370986874046308,Medium
O0105,P885,151.43,2,0,1,4,False,True,0.28506168932241144,Low
O0106,P486,11.87,3,0,0,2,True,False,0.12542084729945224,Low
O0107,P710,447.41,2,0,1,4,False,False,0.529692746712521,Medium
O0108,P909,449.38,2,0,1,2,False,False,0.5383191859197751,Medium
O0109,P887,441.93,4,0,0,2,False,False,0.27509594707124,Low
O0110,P478,127.06,1,0,1,4,True,False,0.34238603692029024,Medium
O0111,P141,56.5,1,0,1,3,True,False,0.31717440082778753,Medium
O0112,P108,242.02,3,0,0,2,False,True,0.18562984734052995,Low
O0113,P195,376.17,4,0,0,5,False,False,0.2429994562557062,Low
O0114,P158,358.84,4,0,0,2,False,False,0.24571985754901707,Low
O0115,P515,163.19,5,0,0,1,False,True,0.09011059866346204,Low
O0116,P177,150.94,1,1,1,3,False,True,0.36523691613560516,Medium
O0117,P932,146.35,4,0,0,3,True,False,0.1127766456422974,Low
O0118,P420,311.21,4,0,0,2,False,False,0.22986436144842948,Low
O0119,P723,421.24,4,0,0,2,False,False,0.2675809089053144,Low
O0120,P171,320.27,5,0,0,5,False,False,0.1692200147584104,Low
O0121,P754,251.27,1,1,1,1,False,True,0.41645763777940836,Medium
O0122,P323,73.56,1,0,1,2,True,False,0.327410307896807,Medium
O0123,P898,136.62,3,0,0,4,True,False,0.14881496839949274,Low
O0124,P404,306.2,2,0,1,4,False,False,0.4649279078241792,Medium
O0125,P798,406.78,2,0,1,5,False,False,0.5071849776294953,Medium
O0126,P591,215.37,1,0,1,2,False,True,0.39680120799336926,Medium
O0127,P523,229.87,2,0,1,2,False,True,0.3220572533797784,Medium
O0128,P798,368.39,3,0,0,5,False,False,0.310360019292861,Medium
O0129,P614,284.78,4,0,0,1,False,True,0.14972754636048302,Low
O0130,P283,365.77,5,0,0,4,False,False,0.1836143641665321,Low
O0131,P458,132.84,5,1,0,4,True,False,0.07905960665204614,Low
O0132,P988,414.26,3,1,0,4,False,False,0.3321136462597237,Medium
O0133,P862,330.32,5,1,0,2,False,False,0.17856063323056595,Low
O0134,P407,192.13,4,0,0,1,False,True,0.1293232738557411,Low
O0135,P506,122.92,4,0,0,2,True,False,0.1100520973531667,Low
O0136,P436,293.43,1,0,1,2,False,True,0.4315818613609899,Medium
O0137,P736,302.13,2,1,1,3,False,False,0.46693018536283454,Medium
O0138,P348,136.25,5,1,0,2,True,False,0.08181932781235529,Low
O0139,P142,438.97,3,1,0,3,False,False,0.3457621383659641,Medium
O0140,P596,25.64,5,0,0,1,True,False,0.06878088362225196,Low
O0141,P958,58.2,2,0,1,2,True,False,0.24968330899938285,Low
O0142,P271,142.94,4,1,0,1,True,False,0.11528027185620145,Low
O0143,P235,29.58,5,0,0,3,True,False,0.0672714724049742,Low
O0144,P294,395.98,5,1,0,2,False,False,0.1969448260263129,Low
O0145,P630,308.57,1,1,1,1,False,False,0.5652674587146078,Medium
O0146,P872,116.92,3,0,0,3,True,False,0.1462158236615308,Low
O0147,P851,249.99,2,0,1,3,False,True,0.32675623444068375,Medium
O0148,P110,278.22,2,1,1,2,False,True,0.3417500234456317,Medium
O0149,P154,146.32,4,1,0,5,True,False,0.10970183601708976,Low
O0150,P995,81.85,5,1,0,3,True,False,0.07355318781704803,Low
O0151,P446,21.68,5,0,0,2,True,False,0.0673348757235085,Low
O0152,P102,406.48,2,0,1,5,False,False,0.5070472160583884,Medium
O0153,P101,56.09,5,0,0,2,True,False,0.07141525913008367,Low
O0154,P928,483.3,5,0,0,4,False,False,0.21821075738970894,Low
O0155,P146,54.59,4,0,0,6,True,False,0.09297495556018116,Low
O0156,P880,489.02,4,0,0,3,False,False,0.28947610845068605,Low
O0157,P737,16.06,3,0,0,2,True,False,0.12626766436737308,Low
O0158,P554,45.43,5,0,0,4,True,False,0.06812958064902763,Low
O0159,P553,218.39,3,1,0,2,False,True,0.1791564263171314,Low
O0160,P130,117.09,5,0,0,4,True,False,0.07697831117150916,Low
O0161,P525,388.73,4,0,0,2,False,False,0.2560391514108779,Low
O0162,P333,241.9,3,1,0,2,False,True,0.18559652192254952,Low
O0163,P494,444.3,4,0,0,3,False,False,0.2728741082377545,Low
O0164,P195,265.52,5,1,0,5,False,True,0.10098018793630235,Low
O0165,P578,101.51,5,0,0,1,True,False,0.0782632936050959,Low
O0166,P795,305.21,2,1,1,2,False,False,0.47220612204972084,Medium
O0167,P100,264.05,1,0,1,1,False,True,0.42217455102140583,Medium
O0168,P875,162.14,1,0,1,4,False,True,0.36640912504025097,Medium
O0169,P726,367.31,4,0,0,2,False,False,0.24861536173134963,Low
O0170,P484,344.72,1,0,1,4,False,False,0.5701372023405045,Medium
O0171,P657,491.89,4,0,0,4,False,False,0.28737222107340865,Low
O0172,P568,478.42,2,0,1,2,False,False,0.5515486832679286,Medium
O0173,P171,97.27,1,1,1,5,True,False,0.3267474314801414,Medium
O0174,P126,451.9,4,0,0,3,False,False,0.27565326290073294,Low
O0175,P431,52.29,4,0,0,3,True,False,0.09660810019055058,Low
O0176,P549,132.86,3,0,0,1,True,False,0.15390943107802246,Low
O0177,P297,303.9,1,1,1,3,False,False,0.5555054417024144,Medium
O0178,P482,470.98,4,1,0,1,False,False,0.2890453493501449,Low
O0179,P796,363.24,3,1,0,1,False,False,0.32173653119280676,Medium
O0180,P115,280.6,5,1,0,3,False,True,0.10644037045062263,Low
O0181,P130,50.23,5,0,0,4,True,False,0.0686915874991893,Low
O0182,P426,277.19,4,0,0,5,False,True,0.14030255997629695,Low
O0183,P719,247.56,3,0,0,2,False,True,0.18717340299213728,Low
O0184,P302,36.43,5,0,0,1,True,False,0.07006147309981742,Low
O0185,P337,442.97,2,1,1,1,False,False,0.5392504114145513,Medium
O0186,P362,276.18,1,1,1,3,False,True,0.4200384528798391,Medium
O0187,P501,233.74,1,1,1,3,False,True,0.4011715512536823,Medium
O0188,P487,61.02,2,0,1,4,True,False,0.24486881785966538,Low
O0189,P104,299.86,2,1,1,3,False,True,0.3472221219107388,Medium
O0190,P401,491.72,2,1,1,3,False,False,0.5537516805560513,Medium
O0191,P532,448.86,4,0,0,3,False,False,0.27453949914954123,Low
O0192,P258,419.65,4,1,0,2,False,False,0.26700880930326265,Low
O0193,P287,379.85,5,0,0,1,False,False,0.1947227512647152,Low
O0194,P139,178.31,1,1,1,2,False,True,0.3806246455005196,Medium
O0195,P232,338.09,4,0,0,3,False,False,0.23591321699799936,Low
O0196,P419,182.72,2,0,1,2,False,True,0.30344272199892186,Medium
O0197,P529,163.55,5,0,0,2,False,True,0.08889941545699738,Low
O0198,P221,149.4,1,0,1,2,True,False,0.35879716782715143,Medium
O0199,P795,79.13,5,0,0,2,True,False,0.07427373751146742,Low
O0200,P355,282.73,2,1,1,1,False,True,0.34712616098159,Medium
O0201,P134,452.98,3,1,0,2,False,False,0.35515469945703393,Medium
O0202,P283,303.96,3,0,0,4,False,False,0.28878686877855253,Low
O0203,P272,433.66,2,1,1,2,False,False,0.5311339719533991,Medium
O0204,P978,455.9,5,0,0,5,False,False,0.20718352467949738,Low
O0205,P485,203.79,4,0,0,2,False,True,0.129988813270555,Low
O0206,P734,270.31,1,0,1,5,False,True,0.4098833592522902,Medium
O0207,P234,254.64,4,0,0,1,False,True,0.14281391433020363,Low
O0208,P459,252.72,1,0,1,3,False,True,0.4095765689950514,Medium
O0209,P274,360.75,5,1,0,1,False,False,0.18927924584193923,Low
O0210,P798,86.19,3,0,0,5,True,False,0.13562660010366903,Low
O0211,P587,164.39,2,1,1,5,False,True,0.2867534253033615,Low
O0212,P560,388.94,5,0,0,5,False,False,0.1877029832371026,Low
O0213,P775,23.11,4,0,0,2,True,False,0.09333487810853229,Low
O0214,P916,115.0,1,0,1,4,True,False,0.3374148798507225,Medium
O0215,P983,316.08,4,0,0,2,False,False,0.23145206954193037,Low
O0216,P574,204.54,3,0,0,2,False,True,0.17544498169487252,Low
O0217,P428,348.56,5,0,0,4,False,False,0.17892213754849498,Low
O0218,P992,392.49,3,0,0,1,False,False,0.33357387748002365,Medium
O0219,P612,349.97,2,1,1,6,False,False,0.4772275380655986,Medium
O0220,P380,207.18,2,0,1,3,False,True,0.3096954941517199,Medium
O0221,P667,34.33,4,0,0,3,True,False,0.09376645713538061,Low
O0222,P721,287.3,5,0,0,5,False,True,0.10467123267902913,Low
O0223,P825,401.43,1,1,1,4,False,False,0.5954635117710387,Medium
O0224,P121,83.23,5,0,0,2,True,False,0.07479331387775351,Low
O0225,P398,475.47,1,1,1,4,False,False,0.6277611290788562,High
O0226,P208,16.83,4,0,0,2,True,False,0.09236309887650904,Low
O0227,P797,89.58,3,0,0,1,True,False,0.14383752432747304,Low
O0228,P729,405.21,4,1,0,2,False,False,0.26184886635421517,Low
O0229,P647,216.01,4,0,0,1,False,True,0.13434407100028506,Low
O0230,P661,479.11,3,0,0,1,False,False,0.3698344099698005,Medium
O0231,P485,419.04,2,0,1,2,False,False,0.5244398715164801,Medium
O0232,P492,483.46,5,1,0,4,False,False,0.21826090804424553,Low
O0233,P741,266.04,1,0,1,2,False,True,0.4192821763124035,Medium
O0234,P646,133.13,4,0,0,1,True,False,0.113454813448691,Low
O0235,P809,228.01,5,0,0,3,False,True,0.09759421011924237,Low
O0236,P209,207.99,3,0,0,4,False,True,0.17189903701756343,Low
O0237,P688,48.37,5,0,0,3,True,False,0.06947014469209932,Low
O0238,P598,319.86,5,1,0,2,False,False,0.1757593307825936,Low
O0239,P870,490.6,5,0,0,3,False,False,0.22318721070794129,Low
O0240,P721,102.82,5,0,0,5,True,False,0.07406440498010013,Low
O0241,P671,385.7,2,1,1,3,False,False,0.5052651997102587,Medium
O0242,P806,207.74,1,0,1,3,False,True,0.3897524175393686,Medium
O0243,P180,217.41,5,0,0,1,False,True,0.09861823864839742,Low
O0244,P932,413.04,5,0,0,3,False,False,0.19945866462693704,Low
O0245,P432,485.23,3,0,0,2,False,False,0.3688374279474746,Medium
O0246,P532,499.59,4,0,0,3,False,False,0.2934864985286137,Low
O0247,P995,358.73,1,1,1,3,False,False,0.5802193453800276,Medium
O0248,P791,258.28,5,0,0,2,False,True,0.10404092238692991,Low
O0249,P206,493.78,2,1,1,1,False,False,0.5623421731067874,Medium
O0250,P640,347.5,1,1,1,4,False,False,0.5713884761456627,Medium
O0251,P914,22.76,2,1,1,3,True,False,0.23488394199226295,Low
O0252,P782,99.63,2,0,1,2,True,False,0.2642126048244478,Low
O0253,P564,28.06,5,0,0,4,True,False,0.06613126084796883,Low
O0254,P609,309.64,4,0,0,2,False,False,0.22935414464355608,Low
O0255,P937,218.47,5,0,0,1,False,True,0.09879148581615305,Low
O0256,P613,464.87,5,0,0,3,False,False,0.2150989625007957,Low
O0257,P279,49.73,5,0,0,2,True,False,0.07064426668630198,Low
O0258,P552,303.09,2,1,1,2,False,False,0.47123552477722686,Medium
O0259,P753,289.99,4,0,0,1,False,True,0.1509502115167382,Low
O0260,P858,432.35,5,1,0,2,False,False,0.20772703649479263,Low
O0261,P697,267.93,1,0,1,2,False,True,0.42012786294877924,Medium
O0262,P542,19.96,2,0,1,1,True,False,0.23957109074746988,Low
O0263,P916,137.08,3,0,0,4,True,False,0.14892204932527642,Low
O0264,P585,248.0,1,0,1,1,False,True,0.4149983983437519,Medium
O0265,P439,402.37,2,0,1,1,False,False,0.5206720356977494,Medium
O0266,P289,379.37,3,0,0,4,False,False,0.318051574579259,Medium
O0267,P168,441.66,2,1,1,2,False,False,0.5347923715392049,Medium
O0268,P250,99.29,4,1,0,2,True,False,0.1058716396100417,Low
O0269,P767,102.65,3,0,0,2,True,False,0.14488600180115263,Low
O0270,P382,493.68,3,1,0,4,False,False,0.36523104333867673,Medium
O0271,P292,250.54,5,0,0,3,False,True,0.1013007916801662,Low
O0272,P805,400.72,2,0,1,2,False,False,0.5160395139578715,Medium
O0273,P297,300.89,1,1,1,3,False,False,0.5541395751109425,Medium
O0274,P874,41.64,1,0,1,2,True,False,0.3146293454179504,Medium
O0275,P314,289.92,5,0,0,2,False,True,0.10958553651572585,Low
O0276,P344,56.49,5,0,0,3,True,False,0.07044072071563105,Low
O0277,P554,111.19,3,0,0,4,True,False,0.1429935840883599,Low
O0278,P683,304.99,4,1,0,5,False,False,0.21975817432597675,Low
O0279,P543,129.3,1,0,1,5,True,False,0.33982195157795775,Medium
O0280,P870,89.45,4,0,0,3,True,False,0.10273266042853528,Low
O0281,P136,194.55,2,1,1,1,False,True,0.3113749092916788,Medium
O0282,P541,353.98,2,0,1,2,False,False,0.49457763054849807,Medium
O0283,P489,396.08,4,0,0,3,False,False,0.25565447192075524,Low
O0284,P266,124.78,5,0,0,1,True,False,0.0814034448019547,Low
O0285,P396,142.09,3,0,0,2,True,False,0.1540961872114926,Low
O0286,P715,43.8,2,0,1,2,True,False,0.24475997026823176,Low
O0287,P396,141.3,3,0,0,2,True,False,0.15390709366084093,Low
O0288,P255,234.79,3,0,0,4,False,True,0.17902150198795594,Low
O0289,P707,56.92,2,0,1,3,True,False,0.2463494973176075,Low
O0290,P213,424.4,2,0,1,3,False,False,0.5230239433972185,Medium
O0291,P978,189.07,5,0,0,5,False,True,0.08892481832884616,Low
O0292,P593,216.61,4,0,0,5,False,True,0.1274076797626453,Low
O0293,P420,109.4,3,0,0,2,True,False,0.14642919462382617,Low
O0294,P241,438.57,5,0,0,2,False,False,0.20961399016446486,Low
O0295,P790,371.73,1,1,1,5,False,False,0.5784734000050935,Medium
O0296,P438,70.74,5,0,0,3,True,False,0.07217435365318108,Low
O0297,P214,134.59,1,0,1,2,True,False,0.35256179731624115,Medium
O0298,P401,113.3,3,0,0,3,True,False,0.14538753139435948,Low
O0299,P165,410.86,3,1,0,2,False,False,0.3376376353200335,Medium
O0300,P657,279.93,3,0,0,4,False,True,0.1915360416832998,Low
O0301,P704,211.98,2,0,1,3,False,True,0.3115839127314279,Medium
O0302,P570,163.45,4,0,0,4,False,True,0.11855164092779964,Low
O0303,P781,244.75,3,0,0,3,False,True,0.18404653452824266,Low
O0304,P698,207.32,5,0,0,1,False,True,0.09698262691659854,Low
O0305,P901,408.02,5,0,0,2,False,False,0.20046670581812837,Low
O0306,P848,384.99,5,0,0,1,False,False,0.19620776543840387,Low
O0307,P557,371.63,3,0,0,2,False,False,0.3217125688331733,Medium
O0308,P498,12.17,2,1,1,2,True,False,0.23417804259385686,Low
O0309,P319,140.99,3,0,0,2,True,False,0.1538329442709886,Low
O0310,P397,142.81,2,0,1,2,True,False,0.2799202731707411,Low
O0311,P309,344.08,3,0,0,1,False,False,0.31410366106565446,Medium
O0312,P702,451.88,5,1,0,4,False,False,0.20852350264126324,Low
O0313,P175,223.7,3,1,0,4,False,True,0.17604656709358993,Low
O0314,P928,471.09,2,0,1,4,False,False,0.5405148868712685,Medium
O0315,P573,361.46,3,1,0,2,False,False,0.31764906513513846,Medium
O0316,P171,84.92,2,1,1,5,True,False,0.25015537380456027,Low
O0317,P353,375.85,5,0,0,2,False,False,0.1911612135957557,Low
O0318,P443,294.69,2,0,1,5,False,True,0.33808982910109636,Medium
O0319,P118,376.56,3,1,0,3,False,False,0.3203031210564539,Medium
O0320,P644,201.56,2,0,1,2,False,True,0.31080802092350324,Medium
O0321,P710,247.15,5,0,0,4,False,True,0.0993376207014739,Low
O0322,P927,322.04,4,0,0,2,False,False,0.23340554368372943,Low
O0323,P434,324.9,4,0,0,2,False,False,0.2343470114559049,Low
O0324,P967,356.91,2,0,1,2,False,False,0.49592325224575495,Medium
O0325,P381,405.88,1,1,1,2,False,False,0.6048754179969488,High
O0326,P487,56.34,3,0,0,4,True,False,0.131083138366734,Low
O0327,P270,338.88,3,1,0,4,False,False,0.302139914929009,Medium
O0328,P958,268.21,2,1,1,2,False,True,0.3376251179201068,Medium
O0329,P241,219.75,5,0,0,2,False,True,0.09762491939702617,Low
O0330,P871,462.74,1,1,1,2,False,False,0.6295493953135488,High
O0331,P707,125.73,3,0,0,3,True,False,0.14824798260452973,Low
O0332,P116,225.73,3,0,0,2,False,True,0.1811481089282361,Low
O0333,P714,78.29,2,1,1,2,True,False,0.2566616179686561,Low
O0334,P891,318.06,4,0,0,3,False,False,0.22934447765726118,Low
O0335,P168,463.23,3,1,0,2,False,False,0.3594790920233685,Medium
O0336,P611,443.62,3,0,0,3,False,False,0.3476971823674826,Medium
O0337,P616,473.1,5,0,0,1,False,False,0.22299600904262235,Low
O0338,P875,418.93,3,0,0,4,False,False,0.3340194769747504,Medium
O0339,P729,352.46,1,0,1,2,False,False,0.5811944249529454,Medium
O0340,P899,256.83,5,0,0,2,False,True,0.10379286220268051,Low
O0341,P491,260.08,1,1,1,2,False,True,0.41661848060595547,Medium
O0342,P784,170.59,2,0,1,1,False,True,0.302015521900901,Medium
O0343,P965,244.14,2,1,1,3,False,True,0.32439632771952004,Medium
O0344,P326,394.82,3,0,0,3,False,False,0.32765023943235316,Medium
O0345,P999,93.57,1,1,1,2,True,False,0.33555659123548465,Medium
O0346,P327,265.83,1,0,1,4,False,True,0.4116485917744854,Medium
O0347,P414,277.55,1,0,1,1,False,True,0.4282362460622518,Medium
O0348,P570,164.93,4,0,0,4,False,True,0.11883606828641005,Low
O0349,P327,115.03,2,0,1,4,True,False,0.26367737964032967,Low
O0350,P841,194.87,1,0,1,3,False,True,0.38414352106735244,Medium
O0351,P883,68.3,3,0,0,3,True,False,0.1354134184198632,Low
O0352,P408,441.51,3,0,0,2,False,False,0.3503435179542357,Medium
O0353,P550,66.48,1,0,1,1,True,False,0.3279647210188203,Medium
O0354,P150,197.4,5,0,0,4,False,True,0.09145424413303002,Low
O0355,P488,284.06,4,0,0,1,False,True,0.14955922242449707,Low
O0356,P699,446.46,2,0,1,2,False,False,0.5369856411966714,Medium
O0357,P232,364.69,1,1,1,3,False,False,0.5828839332557881,Medium
O0358,P736,53.34,4,0,0,3,True,False,0.096776589281137,Low
O0359,P308,340.13,4,0,0,7,False,False,0.22555808980018827,Low
O0360,P841,255.77,5,0,0,3,False,True,0.10217889834817345,Low
O0361,P686,410.03,4,0,0,2,False,False,0.263564054770522,Low
O0362,P430,197.75,2,0,1,2,False,True,0.30931062829561745,Medium
O0363,P343,257.03,3,0,0,2,False,True,0.1898347773525385,Low
O0364,P358,491.42,4,0,0,1,False,False,0.2968229607966055,Low
O0365,P230,290.96,3,0,0,1,False,True,0.20209941439470253,Low
O0366,P375,223.06,3,0,0,1,False,True,0.18272853194208788,Low
O0367,P615,346.51,1,0,1,4,False,False,0.5709429824184842,Medium
O0368,P208,428.44,2,0,1,2,False,False,0.5287450359519155,Medium
O0369,P450,74.27,5,1,0,1,True,False,0.07472847296955237,Low
O0370,P398,187.23,1,0,1,4,False,True,0.37717466712737974,Medium
O0371,P426,446.33,1,1,1,5,False,False,0.6114863399167503,High
O0372,P804,132.09,1,1,1,4,True,False,0.3444697589642862,Medium
O0373,P181,202.63,1,1,1,2,False,True,0.39121277370340857,Medium
O0374,P684,292.8,3,0,0,2,False,True,0.2001483057901713,Low
O0375,P931,444.94,5,0,0,1,False,False,0.21416047805456145,Low
O0376,P555,299.6,2,0,1,1,False,True,0.3541830645889714,Medium
O0377,P496,13.15,3,0,0,1,True,False,0.1273947798702298,Low
O0378,P562,146.8,5,0,0,3,True,False,0.08210966754191945,Low
O0379,P994,227.02,4,0,0,4,False,True,0.1313097709244996,Low
O0380,P418,382.72,1,1,1,2,False,False,0.5946620292907708,Medium
O0381,P185,233.72,2,0,1,2,False,True,0.323603528547445,Medium
O0382,P514,272.51,5,0,0,3,False,True,0.10503499514490594,Low
O0383,P327,231.26,2,0,1,4,False,True,0.3158677734639774,Medium
O0384,P342,389.33,1,1,1,2,False,False,0.5975857741323041,Medium
O0385,P361,131.38,4,0,0,2,True,False,0.11158360606099452,Low
O0386,P362,131.0,5,0,0,3,True,False,0.0799482911974169,Low
O0387,P469,197.33,1,0,1,1,False,True,0.39259183795052405,Medium
O0388,P721,476.52,4,0,0,5,False,False,0.27849434960734665,Low
O0389,P998,224.96,5,0,0,2,False,True,0.0984713919311827,Low
O0390,P403,43.22,3,0,0,3,True,False,0.13010895000948636,Low
O0391,P708,75.33,4,0,0,2,True,False,0.10177637321184191,Low
O0392,P430,140.69,1,0,1,2,True,False,0.3551241083525473,Medium
